Sample_Number,Hit_Count,Sample_ID,Study_ID,Longitude,Latitude,Geographic_Location
ERR2683178,0,ERS2597383,MGYS00003139,105.8658,20.9756,Viet Nam
ERR2683179,16,ERS2597384,MGYS00003139,-0.8424,9.4034,Ghana
ERR2683179,24,ERS2597384,MGYS00003139,-0.8424,9.4034,Ghana
ERR2683179,48,ERS2597384,MGYS00003139,-0.8424,9.4034,Ghana
ERR2683180,2,ERS2597385,MGYS00003139,51.439,35.5686,Iran
ERR2683180,1,ERS2597385,MGYS00003139,51.439,35.5686,Iran
ERR2683180,1,ERS2597385,MGYS00003139,51.439,35.5686,Iran
ERR2683180,0,ERS2597385,MGYS00003139,51.439,35.5686,Iran
ERR2683180,0,ERS2597385,MGYS00003139,51.439,35.5686,Iran
ERR2683181,6,ERS2597386,MGYS00003139,-7.5088,33.6343,Morocco
ERR2683181,2,ERS2597386,MGYS00003139,-7.5088,33.6343,Morocco
ERR2683182,13,ERS2597387,MGYS00003139,79.8971,7.1421,Sri Lanka
ERR2683182,8,ERS2597387,MGYS00003139,79.8971,7.1421,Sri Lanka
ERR2683183,20,ERS2597388,MGYS00003139,79.8852,6.8059,Sri Lanka
ERR2683183,8,ERS2597388,MGYS00003139,79.8852,6.8059,Sri Lanka
ERR2683183,13,ERS2597388,MGYS00003139,79.8852,6.8059,Sri Lanka
ERR2683184,11,ERS2597389,MGYS00003139,79.8799,6.9116,Sri Lanka
ERR2683184,3,ERS2597389,MGYS00003139,79.8799,6.9116,Sri Lanka
ERR2683184,8,ERS2597389,MGYS00003139,79.8799,6.9116,Sri Lanka
ERR2683184,3,ERS2597389,MGYS00003139,79.8799,6.9116,Sri Lanka
ERR2683185,6,ERS2597390,MGYS00003139,79.8513,6.9132,Sri Lanka
ERR2683186,3,ERS2597391,MGYS00003139,79.874,6.9312,Sri Lanka
ERR2683186,17,ERS2597391,MGYS00003139,79.874,6.9312,Sri Lanka
ERR2683187,2,ERS2597392,MGYS00003139,52.6354,29.5453,Iran
ERR2683187,7,ERS2597392,MGYS00003139,52.6354,29.5453,Iran
ERR2683187,3,ERS2597392,MGYS00003139,52.6354,29.5453,Iran
ERR2683188,16,ERS2597393,MGYS00003139,-48.4921,-1.4283,Brazil
ERR2683188,16,ERS2597393,MGYS00003139,-48.4921,-1.4283,Brazil
ERR2683188,7,ERS2597393,MGYS00003139,-48.4921,-1.4283,Brazil
ERR2683189,3,ERS2597394,MGYS00003139,-122.7176,45.5951,USA
ERR2683189,9,ERS2597394,MGYS00003139,-122.7176,45.5951,USA
ERR2683190,6,ERS2597395,MGYS00003139,-53.6531,66.9425,Denmark
ERR2683190,3,ERS2597395,MGYS00003139,-53.6531,66.9425,Denmark
ERR2683190,4,ERS2597395,MGYS00003139,-53.6531,66.9425,Denmark
ERR2683190,2,ERS2597395,MGYS00003139,-53.6531,66.9425,Denmark
ERR2683191,14,ERS2597396,MGYS00003139,100.5436,5.6044,Malaysia
ERR2683191,21,ERS2597396,MGYS00003139,100.5436,5.6044,Malaysia
ERR2683191,19,ERS2597396,MGYS00003139,100.5436,5.6044,Malaysia
ERR2683192,11,ERS2597397,MGYS00003139,100.4859,13.7579,Thailand
ERR2683192,4,ERS2597397,MGYS00003139,100.4859,13.7579,Thailand
ERR2683192,19,ERS2597397,MGYS00003139,100.4859,13.7579,Thailand
ERR2683193,3,ERS2597398,MGYS00003139,100.3091,5.4356,Malaysia
ERR2683193,6,ERS2597398,MGYS00003139,100.3091,5.4356,Malaysia
ERR2683194,1,ERS2597399,MGYS00003139,101.0901,4.5975,Malaysia
ERR2683194,1,ERS2597399,MGYS00003139,101.0901,4.5975,Malaysia
ERR2683194,0,ERS2597399,MGYS00003139,101.0901,4.5975,Malaysia
ERR2683195,12,ERS2597400,MGYS00003139,100.3882,5.438,Malaysia
ERR2683195,6,ERS2597400,MGYS00003139,100.3882,5.438,Malaysia
ERR2683195,13,ERS2597400,MGYS00003139,100.3882,5.438,Malaysia
ERR2683196,6,ERS2597401,MGYS00003139,138.2529,36.2048,Japan
ERR2683196,11,ERS2597401,MGYS00003139,138.2529,36.2048,Japan
ERR2683196,2,ERS2597401,MGYS00003139,138.2529,36.2048,Japan
ERR2683197,8,ERS2597402,MGYS00003139,12.5058,55.6405,Denmark
ERR2683197,9,ERS2597402,MGYS00003139,12.5058,55.6405,Denmark
ERR2683198,6,ERS2597403,MGYS00003139,4.7942,52.3985,Netherlands
ERR2683198,6,ERS2597403,MGYS00003139,4.7942,52.3985,Netherlands
ERR2683198,0,ERS2597403,MGYS00003139,4.7942,52.3985,Netherlands
ERR2683199,14,ERS2597404,MGYS00003139,5.1112,52.1084,Netherlands
ERR2683199,15,ERS2597404,MGYS00003139,5.1112,52.1084,Netherlands
ERR2683199,8,ERS2597404,MGYS00003139,5.1112,52.1084,Netherlands
ERR2683200,0,ERS2597405,MGYS00003139,-56.1609,-34.9301,Uruguay
ERR2683200,0,ERS2597405,MGYS00003139,-56.1609,-34.9301,Uruguay
ERR2683201,2,ERS2597406,MGYS00003139,35.8144,34.4443,Lebanon
ERR2683201,0,ERS2597406,MGYS00003139,35.8144,34.4443,Lebanon
ERR2683201,1,ERS2597406,MGYS00003139,35.8144,34.4443,Lebanon
ERR2683202,0,ERS2597407,MGYS00003139,35.5831,33.5422,Lebanon
ERR2683202,0,ERS2597407,MGYS00003139,35.5831,33.5422,Lebanon
ERR2683202,1,ERS2597407,MGYS00003139,35.5831,33.5422,Lebanon
ERR2683203,18,ERS2597408,MGYS00003139,-9.1746,38.7221,Portugal
ERR2683203,6,ERS2597408,MGYS00003139,-9.1746,38.7221,Portugal
ERR2683203,9,ERS2597408,MGYS00003139,-9.1746,38.7221,Portugal
ERR2683204,0,ERS2597409,MGYS00003139,35.6398,34.015,Lebanon
ERR2683204,1,ERS2597409,MGYS00003139,35.6398,34.015,Lebanon
ERR2683204,1,ERS2597409,MGYS00003139,35.6398,34.015,Lebanon
ERR2683204,0,ERS2597409,MGYS00003139,35.6398,34.015,Lebanon
ERR2683205,0,ERS2597410,MGYS00003139,35.9948,33.8559,Lebanon
ERR2683205,0,ERS2597410,MGYS00003139,35.9948,33.8559,Lebanon
ERR2683205,0,ERS2597410,MGYS00003139,35.9948,33.8559,Lebanon
ERR2683206,0,ERS2597411,MGYS00003139,35.7837,34.3646,Lebanon
ERR2683206,0,ERS2597411,MGYS00003139,35.7837,34.3646,Lebanon
ERR2683206,0,ERS2597411,MGYS00003139,35.7837,34.3646,Lebanon
ERR2683207,1,ERS2597412,MGYS00003139,35.37,33.5641,Lebanon
ERR2683208,0,ERS2597413,MGYS00003139,35.3038,33.5062,Lebanon
ERR2683208,0,ERS2597413,MGYS00003139,35.3038,33.5062,Lebanon
ERR2683208,0,ERS2597413,MGYS00003139,35.3038,33.5062,Lebanon
ERR2683209,2,ERS2597414,MGYS00003139,13.6809,51.071,Germany
ERR2683209,7,ERS2597414,MGYS00003139,13.6809,51.071,Germany
ERR2683209,2,ERS2597414,MGYS00003139,13.6809,51.071,Germany
ERR2683210,6,ERS2597415,MGYS00003139,19.7709,41.3571,Albania
ERR2683210,1,ERS2597415,MGYS00003139,19.7709,41.3571,Albania
ERR2683210,5,ERS2597415,MGYS00003139,19.7709,41.3571,Albania
ERR2683175,8,ERS2597380,MGYS00003139,76.8889,43.4039,Kazakhstan
ERR2683179,54,ERS2597384,MGYS00003139,-0.8424,9.4034,Ghana
ERR2683182,15,ERS2597387,MGYS00003139,79.8971,7.1421,Sri Lanka
ERR2683185,6,ERS2597390,MGYS00003139,79.8513,6.9132,Sri Lanka
ERR2683189,6,ERS2597394,MGYS00003139,-122.7176,45.5951,USA
ERR2683193,3,ERS2597398,MGYS00003139,100.3091,5.4356,Malaysia
ERR2683196,4,ERS2597401,MGYS00003139,138.2529,36.2048,Japan
ERR2683200,2,ERS2597405,MGYS00003139,-56.1609,-34.9301,Uruguay
ERR2683203,1,ERS2597408,MGYS00003139,-9.1746,38.7221,Portugal
ERR2683207,1,ERS2597412,MGYS00003139,35.37,33.5641,Lebanon
ERR2683211,2,ERS2597416,MGYS00003139,-0.187,5.6037,Ghana
ERR2683211,4,ERS2597416,MGYS00003139,-0.187,5.6037,Ghana
ERR2683212,13,ERS2597417,MGYS00003139,-1.5761,6.6653,Ghana
ERR2683212,9,ERS2597417,MGYS00003139,-1.5761,6.6653,Ghana
ERR2683212,9,ERS2597417,MGYS00003139,-1.5761,6.6653,Ghana
ERR2683212,16,ERS2597417,MGYS00003139,-1.5761,6.6653,Ghana
ERR2683212,1,ERS2597417,MGYS00003139,-1.5761,6.6653,Ghana
ERR2683213,10,ERS2597418,MGYS00003139,172.6997,-43.5256,New Zealand
ERR2683213,19,ERS2597418,MGYS00003139,172.6997,-43.5256,New Zealand
ERR2683214,34,ERS2597419,MGYS00003139,2.2228,41.4096,Spain
ERR2683214,30,ERS2597419,MGYS00003139,2.2228,41.4096,Spain
ERR2683214,43,ERS2597419,MGYS00003139,2.2228,41.4096,Spain
ERR2683214,5,ERS2597419,MGYS00003139,2.2228,41.4096,Spain
ERR2683215,1,ERS2597420,MGYS00003139,120.9671,14.6027,Philippines
ERR2683215,1,ERS2597420,MGYS00003139,120.9671,14.6027,Philippines
ERR2683215,2,ERS2597420,MGYS00003139,120.9671,14.6027,Philippines
ERR2683216,9,ERS2597421,MGYS00003139,-1.5826,47.1919,France
ERR2683216,7,ERS2597421,MGYS00003139,-1.5826,47.1919,France
ERR2683216,5,ERS2597421,MGYS00003139,-1.5826,47.1919,France
ERR2683216,0,ERS2597421,MGYS00003139,-1.5826,47.1919,France
ERR2683217,3,ERS2597422,MGYS00003139,-2.9808,47.5991,France
ERR2683217,0,ERS2597422,MGYS00003139,-2.9808,47.5991,France
ERR2683218,4,ERS2597423,MGYS00003139,7.4285,46.9722,Switzerland
ERR2683218,10,ERS2597423,MGYS00003139,7.4285,46.9722,Switzerland
ERR2683218,2,ERS2597423,MGYS00003139,7.4285,46.9722,Switzerland
ERR2683219,12,ERS2597424,MGYS00003139,14.6119,46.074,Slovenia
ERR2683219,5,ERS2597424,MGYS00003139,14.6119,46.074,Slovenia
ERR2683219,5,ERS2597424,MGYS00003139,14.6119,46.074,Slovenia
ERR2683219,0,ERS2597424,MGYS00003139,14.6119,46.074,Slovenia
ERR2683220,13,ERS2597425,MGYS00003139,17.6575,59.8436,Sweden
ERR2683220,16,ERS2597425,MGYS00003139,17.6575,59.8436,Sweden
ERR2683220,6,ERS2597425,MGYS00003139,17.6575,59.8436,Sweden
ERR2683221,2,ERS2597426,MGYS00003139,8.5596,45.9352,Italy
ERR2683221,6,ERS2597426,MGYS00003139,8.5596,45.9352,Italy
ERR2683221,4,ERS2597426,MGYS00003139,8.5596,45.9352,Italy
ERR2683222,8,ERS2597427,MGYS00003139,8.6918,45.0659,Italy
ERR2683222,12,ERS2597427,MGYS00003139,8.6918,45.0659,Italy
ERR2683222,5,ERS2597427,MGYS00003139,8.6918,45.0659,Italy
ERR2683223,2,ERS2597428,MGYS00003139,8.5968,45.4218,Italy
ERR2683223,5,ERS2597428,MGYS00003139,8.5968,45.4218,Italy
ERR2683224,3,ERS2597429,MGYS00003139,-9.0547,53.2536,Ireland
ERR2683224,1,ERS2597429,MGYS00003139,-9.0547,53.2536,Ireland
ERR2683224,3,ERS2597429,MGYS00003139,-9.0547,53.2536,Ireland
ERR2683225,4,ERS2597430,MGYS00003139,23.5893,37.9417,Greece
ERR2683225,9,ERS2597430,MGYS00003139,23.5893,37.9417,Greece
ERR2683225,1,ERS2597430,MGYS00003139,23.5893,37.9417,Greece
ERR2683226,4,ERS2597431,MGYS00003139,16.4632,48.174,Austria
ERR2683226,6,ERS2597431,MGYS00003139,16.4632,48.174,Austria
ERR2683227,2,ERS2597432,MGYS00003139,-17.4266,14.7462,Senegal
ERR2683227,0,ERS2597432,MGYS00003139,-17.4266,14.7462,Senegal
ERR2683227,6,ERS2597432,MGYS00003139,-17.4266,14.7462,Senegal
ERR2683228,3,ERS2597433,MGYS00003139,19.2355,42.4342,Montenegro
ERR2683228,3,ERS2597433,MGYS00003139,19.2355,42.4342,Montenegro
ERR2683228,3,ERS2597433,MGYS00003139,19.2355,42.4342,Montenegro
ERR2683229,4,ERS2597434,MGYS00003139,38.7574,8.9191,Ethiopia
ERR2683229,8,ERS2597434,MGYS00003139,38.7574,8.9191,Ethiopia
ERR2683230,7,ERS2597435,MGYS00003139,20.4634,44.8302,Serbia
ERR2683230,10,ERS2597435,MGYS00003139,20.4634,44.8302,Serbia
ERR2683230,4,ERS2597435,MGYS00003139,20.4634,44.8302,Serbia
ERR2683231,9,ERS2597436,MGYS00003139,22.2379,60.4438,Finland
ERR2683231,3,ERS2597436,MGYS00003139,22.2379,60.4438,Finland
ERR2683232,8,ERS2597437,MGYS00003139,25.4122,65.0544,Finland
ERR2683232,8,ERS2597437,MGYS00003139,25.4122,65.0544,Finland
ERR2683232,1,ERS2597437,MGYS00003139,25.4122,65.0544,Finland
ERR2683233,8,ERS2597438,MGYS00003139,24.9916,60.2261,Finland
ERR2683233,2,ERS2597438,MGYS00003139,24.9916,60.2261,Finland
ERR2683234,17,ERS2597439,MGYS00003139,14.3985,50.1128,Czech Republic
ERR2683234,13,ERS2597439,MGYS00003139,14.3985,50.1128,Czech Republic
ERR2683234,14,ERS2597439,MGYS00003139,14.3985,50.1128,Czech Republic
ERR2683235,4,ERS2597440,MGYS00003139,16.6295,49.1313,Czech Republic
ERR2683235,5,ERS2597440,MGYS00003139,16.6295,49.1313,Czech Republic
ERR2683236,1,ERS2597441,MGYS00003139,-5.0479,50.1505,United Kingdom
ERR2683236,3,ERS2597441,MGYS00003139,-5.0479,50.1505,United Kingdom
ERR2683236,4,ERS2597441,MGYS00003139,-5.0479,50.1505,United Kingdom
ERR2683236,4,ERS2597441,MGYS00003139,-5.0479,50.1505,United Kingdom
ERR2683237,50,ERS2597442,MGYS00003139,32.911,-2.4711,Tanzania
ERR2683237,26,ERS2597442,MGYS00003139,32.911,-2.4711,Tanzania
ERR2683237,22,ERS2597442,MGYS00003139,32.911,-2.4711,Tanzania
ERR2683237,36,ERS2597442,MGYS00003139,32.911,-2.4711,Tanzania
ERR2683237,1,ERS2597442,MGYS00003139,32.911,-2.4711,Tanzania
ERR2683238,10,ERS2597443,MGYS00003139,37.6735,-6.7866,Tanzania
ERR2683238,8,ERS2597443,MGYS00003139,37.6735,-6.7866,Tanzania
ERR2683238,15,ERS2597443,MGYS00003139,37.6735,-6.7866,Tanzania
ERR2683239,18,ERS2597444,MGYS00003139,-57.4893,-25.3288,Paraguay
ERR2683239,3,ERS2597444,MGYS00003139,-57.4893,-25.3288,Paraguay
ERR2683239,7,ERS2597444,MGYS00003139,-57.4893,-25.3288,Paraguay
ERR2683239,5,ERS2597444,MGYS00003139,-57.4893,-25.3288,Paraguay
ERR2683240,2,ERS2597445,MGYS00003139,-57.5924,-25.2623,Paraguay
ERR2683240,5,ERS2597445,MGYS00003139,-57.5924,-25.2623,Paraguay
ERR2683240,0,ERS2597445,MGYS00003139,-57.5924,-25.2623,Paraguay
ERR2683241,3,ERS2597446,MGYS00003139,-59.6212,13.1008,Barbados
ERR2683241,2,ERS2597446,MGYS00003139,-59.6212,13.1008,Barbados
ERR2683241,3,ERS2597446,MGYS00003139,-59.6212,13.1008,Barbados
ERR2683242,2,ERS2597447,MGYS00003139,-59.6247,13.1489,Barbados
ERR2683242,3,ERS2597447,MGYS00003139,-59.6247,13.1489,Barbados
ERR2683242,7,ERS2597447,MGYS00003139,-59.6247,13.1489,Barbados
ERR2683242,4,ERS2597447,MGYS00003139,-59.6247,13.1489,Barbados
ERR2683242,3,ERS2597447,MGYS00003139,-59.6247,13.1489,Barbados
ERR2683242,0,ERS2597447,MGYS00003139,-59.6247,13.1489,Barbados
ERR2683243,2,ERS2597448,MGYS00003139,-97.0659,31.5171,USA
ERR2683243,2,ERS2597448,MGYS00003139,-97.0659,31.5171,USA
ERR2683244,8,ERS2597449,MGYS00003139,-97.6045,30.209,USA
ERR2683244,8,ERS2597449,MGYS00003139,-97.6045,30.209,USA
ERR2683244,8,ERS2597449,MGYS00003139,-97.6045,30.209,USA
ERR2683245,9,ERS2597450,MGYS00003139,-95.5649,29.7058,USA
ERR2683245,11,ERS2597450,MGYS00003139,-95.5649,29.7058,USA
ERR2683245,5,ERS2597450,MGYS00003139,-95.5649,29.7058,USA
ERR2683245,6,ERS2597450,MGYS00003139,-95.5649,29.7058,USA
ERR2683245,1,ERS2597450,MGYS00003139,-95.5649,29.7058,USA
ERR2683246,3,ERS2597451,MGYS00003139,90.4514,23.6834,Bangladesh
ERR2683214,35,ERS2597419,MGYS00003139,2.2228,41.4096,Spain
ERR2683217,4,ERS2597422,MGYS00003139,-2.9808,47.5991,France
ERR2683220,7,ERS2597425,MGYS00003139,17.6575,59.8436,Sweden
ERR2683223,3,ERS2597428,MGYS00003139,8.5968,45.4218,Italy
ERR2683227,6,ERS2597432,MGYS00003139,-17.4266,14.7462,Senegal
ERR2683231,23,ERS2597436,MGYS00003139,22.2379,60.4438,Finland
ERR2683235,6,ERS2597440,MGYS00003139,16.6295,49.1313,Czech Republic
ERR2683238,20,ERS2597443,MGYS00003139,37.6735,-6.7866,Tanzania
ERR2683241,5,ERS2597446,MGYS00003139,-59.6212,13.1008,Barbados
ERR2683243,3,ERS2597448,MGYS00003139,-97.0659,31.5171,USA
ERR2683246,6,ERS2597451,MGYS00003139,90.4514,23.6834,Bangladesh
ERR2683246,2,ERS2597451,MGYS00003139,90.4514,23.6834,Bangladesh
ERR2683247,23,ERS2597452,MGYS00003139,-5.3221,50.2299,United Kingdom
ERR2683247,5,ERS2597452,MGYS00003139,-5.3221,50.2299,United Kingdom
ERR2683247,16,ERS2597452,MGYS00003139,-5.3221,50.2299,United Kingdom
ERR2683247,7,ERS2597452,MGYS00003139,-5.3221,50.2299,United Kingdom
ERR2683248,19,ERS2597453,MGYS00003139,-95.2665,29.7003,USA
ERR2683248,12,ERS2597453,MGYS00003139,-95.2665,29.7003,USA
ERR2683248,7,ERS2597453,MGYS00003139,-95.2665,29.7003,USA
ERR2683248,16,ERS2597453,MGYS00003139,-95.2665,29.7003,USA
ERR2683249,1,ERS2597454,MGYS00003139,17.3591,48.2591,Slovakia
ERR2683249,2,ERS2597454,MGYS00003139,17.3591,48.2591,Slovakia
ERR2683250,4,ERS2597455,MGYS00003139,11.891,57.6975,Sweden
ERR2683250,7,ERS2597455,MGYS00003139,11.891,57.6975,Sweden
ERR2683250,1,ERS2597455,MGYS00003139,11.891,57.6975,Sweden
ERR2683251,7,ERS2597456,MGYS00003139,25.9096,56.5067,Latvia
ERR2683251,1,ERS2597456,MGYS00003139,25.9096,56.5067,Latvia
ERR2683251,12,ERS2597456,MGYS00003139,25.9096,56.5067,Latvia
ERR2683252,4,ERS2597457,MGYS00003139,21.0167,56.5167,Latvia
ERR2683252,15,ERS2597457,MGYS00003139,21.0167,56.5167,Latvia
ERR2683253,3,ERS2597458,MGYS00003139,13.223,52.5313,Germany
ERR2683253,2,ERS2597458,MGYS00003139,13.223,52.5313,Germany
ERR2683253,6,ERS2597458,MGYS00003139,13.223,52.5313,Germany
ERR2683253,0,ERS2597458,MGYS00003139,13.223,52.5313,Germany
ERR2683254,14,ERS2597459,MGYS00003139,57.4338,-20.7321,Mauritius
ERR2683254,13,ERS2597459,MGYS00003139,57.4338,-20.7321,Mauritius
ERR2683254,10,ERS2597459,MGYS00003139,57.4338,-20.7321,Mauritius
ERR2683255,8,ERS2597460,MGYS00003139,34.7914,31.253,Israel
ERR2683255,6,ERS2597460,MGYS00003139,34.7914,31.253,Israel
ERR2683255,10,ERS2597460,MGYS00003139,34.7914,31.253,Israel
ERR2683256,8,ERS2597461,MGYS00003139,17.2083,44.7703,Bosnia and Herzegovina
ERR2683256,6,ERS2597461,MGYS00003139,17.2083,44.7703,Bosnia and Herzegovina
ERR2683256,3,ERS2597461,MGYS00003139,17.2083,44.7703,Bosnia and Herzegovina
ERR2683256,11,ERS2597461,MGYS00003139,17.2083,44.7703,Bosnia and Herzegovina
ERR2683257,6,ERS2597462,MGYS00003139,134.2294,,Australia
ERR2683257,4,ERS2597462,MGYS00003139,134.2294,,Australia
ERR2683257,3,ERS2597462,MGYS00003139,134.2294,,Australia
ERR2683257,7,ERS2597462,MGYS00003139,134.2294,,Australia
ERR2683257,0,ERS2597462,MGYS00003139,134.2294,,Australia
ERR2683258,6,ERS2597463,MGYS00003139,15.0557,12.1348,Chad
ERR2683258,4,ERS2597463,MGYS00003139,15.0557,12.1348,Chad
ERR2683259,14,ERS2597464,MGYS00003139,130.909,-12.3646,Australia
ERR2683259,7,ERS2597464,MGYS00003139,130.909,-12.3646,Australia
ERR2683259,7,ERS2597464,MGYS00003139,130.909,-12.3646,Australia
ERR2683259,2,ERS2597464,MGYS00003139,130.909,-12.3646,Australia
ERR2683260,0,ERS2597465,MGYS00003139,14.5544,35.8806,Malta
ERR2683260,1,ERS2597465,MGYS00003139,14.5544,35.8806,Malta
ERR2683260,1,ERS2597465,MGYS00003139,14.5544,35.8806,Malta
ERR2683261,3,ERS2597466,MGYS00003139,14.3378,35.9675,Malta
ERR2683261,3,ERS2597466,MGYS00003139,14.3378,35.9675,Malta
ERR2683262,7,ERS2597467,MGYS00003139,14.2775,36.0197,Malta
ERR2683262,7,ERS2597467,MGYS00003139,14.2775,36.0197,Malta
ERR2683262,3,ERS2597467,MGYS00003139,14.2775,36.0197,Malta
ERR2683263,0,ERS2597468,MGYS00003139,19.0746,47.5692,Hungary
ERR2683263,4,ERS2597468,MGYS00003139,19.0746,47.5692,Hungary
ERR2683263,0,ERS2597468,MGYS00003139,19.0746,47.5692,Hungary
ERR2683264,0,ERS2597469,MGYS00003139,39.1186,22.2987,Saudi Arabia
ERR2683264,1,ERS2597469,MGYS00003139,39.1186,22.2987,Saudi Arabia
ERR2683264,1,ERS2597469,MGYS00003139,39.1186,22.2987,Saudi Arabia
ERR2683265,4,ERS2597470,MGYS00003139,-60.9916,14.0158,Saint Lucia
ERR2683265,7,ERS2597470,MGYS00003139,-60.9916,14.0158,Saint Lucia
ERR2683265,0,ERS2597470,MGYS00003139,-60.9916,14.0158,Saint Lucia
ERR2683266,2,ERS2597471,MGYS00003139,,14.0761,Saint Lucia
ERR2683266,3,ERS2597471,MGYS00003139,,14.0761,Saint Lucia
ERR2683266,5,ERS2597471,MGYS00003139,,14.0761,Saint Lucia
ERR2683266,0,ERS2597471,MGYS00003139,,14.0761,Saint Lucia
ERR2683267,0,ERS2597472,MGYS00003139,76.3051,9.7914,India
ERR2683267,0,ERS2597472,MGYS00003139,76.3051,9.7914,India
ERR2683267,2,ERS2597472,MGYS00003139,76.3051,9.7914,India
ERR2683268,2,ERS2597473,MGYS00003139,1.2184,6.126,Togo
ERR2683268,2,ERS2597473,MGYS00003139,1.2184,6.126,Togo
ERR2683269,1,ERS2597474,MGYS00003139,-4.0164,5.3414,Cote d&apos;Ivoire
ERR2683269,8,ERS2597474,MGYS00003139,-4.0164,5.3414,Cote d&apos;Ivoire
ERR2683269,0,ERS2597474,MGYS00003139,-4.0164,5.3414,Cote d&apos;Ivoire
ERR2683270,2,ERS2597475,MGYS00003139,3.2628,6.6156,Nigeria
ERR2683270,1,ERS2597475,MGYS00003139,3.2628,6.6156,Nigeria
ERR2683271,3,ERS2597476,MGYS00003139,-5.0499,7.7202,Cote d&apos;Ivoire
ERR2683271,4,ERS2597476,MGYS00003139,-5.0499,7.7202,Cote d&apos;Ivoire
ERR2683271,5,ERS2597476,MGYS00003139,-5.0499,7.7202,Cote d&apos;Ivoire
ERR2683272,6,ERS2597477,MGYS00003139,25.9635,-24.6074,Botswana
ERR2683272,4,ERS2597477,MGYS00003139,25.9635,-24.6074,Botswana
ERR2683272,4,ERS2597477,MGYS00003139,25.9635,-24.6074,Botswana
ERR2683273,12,ERS2597478,MGYS00003139,121.5744,25.0664,Taiwan
ERR2683273,7,ERS2597478,MGYS00003139,121.5744,25.0664,Taiwan
ERR2683273,6,ERS2597478,MGYS00003139,121.5744,25.0664,Taiwan
ERR2683273,7,ERS2597478,MGYS00003139,121.5744,25.0664,Taiwan
ERR2683274,21,ERS2597479,MGYS00003139,-122.4313,47.6619,USA
ERR2683274,10,ERS2597479,MGYS00003139,-122.4313,47.6619,USA
ERR2683274,26,ERS2597479,MGYS00003139,-122.4313,47.6619,USA
ERR2683274,0,ERS2597479,MGYS00003139,-122.4313,47.6619,USA
ERR2683275,25,ERS2597480,MGYS00003139,-122.1405,47.7897,USA
ERR2683275,23,ERS2597480,MGYS00003139,-122.1405,47.7897,USA
ERR2683275,16,ERS2597480,MGYS00003139,-122.1405,47.7897,USA
ERR2683276,5,ERS2597481,MGYS00003139,-78.4172,-0.1853,Ecuador
ERR2683276,0,ERS2597481,MGYS00003139,-78.4172,-0.1853,Ecuador
ERR2683276,1,ERS2597481,MGYS00003139,-78.4172,-0.1853,Ecuador
ERR2683277,8,ERS2597482,MGYS00003139,-80.6858,-5.1576,Peru
ERR2683277,3,ERS2597482,MGYS00003139,-80.6858,-5.1576,Peru
ERR2683277,3,ERS2597482,MGYS00003139,-80.6858,-5.1576,Peru
ERR2683277,4,ERS2597482,MGYS00003139,-80.6858,-5.1576,Peru
ERR2683278,2,ERS2597483,MGYS00003139,-79.9106,-2.1739,Ecuador
ERR2683278,8,ERS2597483,MGYS00003139,-79.9106,-2.1739,Ecuador
ERR2683278,4,ERS2597483,MGYS00003139,-79.9106,-2.1739,Ecuador
ERR2683278,4,ERS2597483,MGYS00003139,-79.9106,-2.1739,Ecuador
ERR2683279,0,ERS2597484,MGYS00003139,-78.9439,-2.8775,Ecuador
ERR2683279,1,ERS2597484,MGYS00003139,-78.9439,-2.8775,Ecuador
ERR2683279,0,ERS2597484,MGYS00003139,-78.9439,-2.8775,Ecuador
ERR2683280,163,ERS2597485,MGYS00003139,-5.0326,7.6959,Cote d&apos;Ivoire
ERR2683280,127,ERS2597485,MGYS00003139,-5.0326,7.6959,Cote d&apos;Ivoire
ERR2683280,177,ERS2597485,MGYS00003139,-5.0326,7.6959,Cote d&apos;Ivoire
ERR2683249,2,ERS2597454,MGYS00003139,17.3591,48.2591,Slovakia
ERR2683252,2,ERS2597457,MGYS00003139,21.0167,56.5167,Latvia
ERR2683255,4,ERS2597460,MGYS00003139,34.7914,31.253,Israel
ERR2683258,5,ERS2597463,MGYS00003139,15.0557,12.1348,Chad
ERR2683261,2,ERS2597466,MGYS00003139,14.3378,35.9675,Malta
ERR2683265,3,ERS2597470,MGYS00003139,-60.9916,14.0158,Saint Lucia
ERR2683268,0,ERS2597473,MGYS00003139,1.2184,6.126,Togo
ERR2683272,3,ERS2597477,MGYS00003139,25.9635,-24.6074,Botswana
ERR2683275,22,ERS2597480,MGYS00003139,-122.1405,47.7897,USA
ERR2683278,5,ERS2597483,MGYS00003139,-79.9106,-2.1739,Ecuador
ERR276848,0,ERS223627,MGYS00001389,101,2,Malaysia
ERR276848,1,ERS223627,MGYS00001389,101,2,Malaysia
ERR276848,1,ERS223627,MGYS00001389,101,2,Malaysia
ERR276848,0,ERS223627,MGYS00001389,101,2,Malaysia
ERR276848,0,ERS223627,MGYS00001389,101,2,Malaysia
ERR276848,0,ERS223627,MGYS00001389,101,2,Malaysia
ERR276848,0,ERS223627,MGYS00001389,101,2,Malaysia
ERR276848,0,ERS223627,MGYS00001389,101,2,Malaysia
ERR276848,0,ERS223627,MGYS00001389,101,2,Malaysia
ERR276848,0,ERS223627,MGYS00001389,101,2,Malaysia
ERR276848,1,ERS223627,MGYS00001389,101,2,Malaysia
ERR2808646,6,ERS2753750,MGYS00005055,8.2275,46.8182,Switzerland
